application_number,filing_date,application_invention_type,examiner_full_name,examiner_art_unit,uspc_class,uspc_subclass,confirm_number,atty_docket_number,appl_status_desc,appl_status_date,file_location,file_location_date,earliest_pgpub_number,earliest_pgpub_date,wipo_pub_number,wipo_pub_date,patent_number,patent_issue_date,invention_title,small_entity_indicator,aia_first_to_file,publication_number,date_application_produced,date_application_published,main_cpc_label,cpc_labels,main_ipcr_label,ipcr_labels,foreign,continuation,decision,decision_as_of_2020,npe_litigated_count,main_ipcr_label_subclass,filing_year
12736443,2011-01-21,Utility,"KATAKAM, SUDHAKAR",1671,570,169000,1260.0,9404.21391-PCT US,Patented Case,2013-12-31,ELECTRONIC,,US20110118513A1,2011-05-19,,,8633340,2014-01-21,A PROCESS FOR THE PRODUCTION OF CHLORINATED AND FLUORINATED ALKANES AND ALKENES IN THE PRESENCE OF A CATALYST,UNDISCOUNTED,false,US20110118513A1-20110519,2011-05-04,2011-05-19,,,C07C17357,"C07C17357, C07C17354",True,0,ACCEPTED,ACCEPTED,1,C07C,2011
12736466,2010-10-08,Utility,"DOWLING, WILLIAM C",2878,352,040000,9472.0,PU080081,Patented Case,2013-02-20,ELECTRONIC,,US20110025981A1,2011-02-03,,,8395751,2013-03-12,METHOD AND APPARATUS FOR PRE-FIRING CUES DURING A DIGITAL CINEMA PRESENTATION,UNDISCOUNTED,false,US20110025981A1-20110203,2011-01-19,2011-02-03,,,G03B2132,G03B2132,False,0,ACCEPTED,ACCEPTED,1,G03B,2010
12737612,2011-01-28,Utility,"WEBB, WALTER E",1612,424,470000,7035.0,084437-0232,Patented Case,2015-10-07,ELECTRONIC,,US20110123615A1,2011-05-26,,,9169238,2015-10-27,SOLID PHARMACEUTICAL COMPOSITION,UNDISCOUNTED,false,US20110123615A1-20110526,2011-05-11,2011-05-26,,,A61K314245,"A61K314245, A61K315415, A61K920, A61P912, A61P900, A61P710",False,0,ACCEPTED,ACCEPTED,1,A61K,2011
12737940,2011-05-13,Utility,"EVERHART, CARIDAD",2895,257,098000,4574.0,100415-0104,Application Involved in Court Proceedings,2019-03-13,ELECTRONIC,,US20110210354A1,2011-09-01,,,8530250,2013-09-10,"LIGHT EMITTING DEVICE, RESIN PACKAGE, RESIN-MOLDED BODY, AND METHODS FOR MANUFACTURING LIGHT EMITTING DEVICE, RESIN PACKAGE AND RESIN-MOLDED BODY",UNDISCOUNTED,false,US20110210354A1-20110901,2011-08-17,2011-09-01,,,H01L3358,"H01L3358, H05K700, B32B3724",True,0,ACCEPTED,ACCEPTED,11,H01L,2011
12739206,2010-09-14,Utility,"HO, ALLEN C",2882,378,065000,8724.0,E90.12-0029,Patented Case,2013-07-17,ELECTRONIC,,US20100329422A1,2010-12-30,,,8503608,2013-08-06,RADIOTHERAPEUTIC APPARATUS,UNDISCOUNTED,false,US20100329422A1-20101230,2010-12-15,2010-12-30,,,A61N510,A61N510,False,0,ACCEPTED,ACCEPTED,2,A61N,2010
12739422,2010-04-23,Utility,"WAGNER, JENNY L",2891,219,091200,1409.0,009033-000205,Patented Case,2012-10-10,ELECTRONIC,,US20100243613A1,2010-09-30,,,8299388,2012-10-30,FINNED RESISTANCE SPOT WELDING ELECTRODE,SMALL,false,US20100243613A1-20100930,2010-09-15,2010-09-30,,,B23K1130,"B23K1130, B21D2228, B23K1111",False,0,ACCEPTED,ACCEPTED,1,B23K,2010
12739802,2010-04-26,Utility,"TRUONG, BAO Q",2875,362,231000,2994.0,031749/387757,Patented Case,2013-02-27,ELECTRONIC,,US20100246169A1,2010-09-30,,,8398264,2013-03-19,LIGHTING DEVICE,UNDISCOUNTED,false,US20100246169A1-20100930,2010-09-16,2010-09-30,,,F21V900,"F21V900, A61L208, A61L918",True,0,ACCEPTED,ACCEPTED,3,F21V,2010
12739883,2010-04-26,Utility,"SCHEIBEL, ROBERT C",2467,370,331000,3550.0,5109-SOV-0641,Patented Case,2013-01-23,ELECTRONIC,,US20100278146A1,2010-11-04,,,8374152,2013-02-12,"CELL SELECTION SYSTEM, CELL SELECTION METHOD, AND MOBILE TERMINAL",UNDISCOUNTED,false,US20100278146A1-20101104,2010-10-20,2010-11-04,,,H04W3600,H04W3600,True,0,ACCEPTED,ACCEPTED,2,H04W,2010
12742686,2010-05-13,Utility,"CEHIC, KENAN",2479,370,329000,7845.0,C116/US,Patented Case,2017-10-18,ELECTRONIC,,US20110051674A1,2011-03-03,,,9814071,2017-11-07,MEDIA ACCESS CONTROL PROTOCOL FOR MULTIUSER DETECTION ENABLED AD-HOC WIRELESS COMMUNICATIONS,UNDISCOUNTED,false,US20110051674A1-20110303,2011-02-16,2011-03-03,,,H04W4000,"H04W4000, H04W7204",False,0,ACCEPTED,ACCEPTED,2,H04W,2010
12743120,2010-05-14,Utility,"SULLIVAN, DANIELLE D",1617,424,443000,1610.0,15092.0005-00000,Patented Case,2017-01-18,ELECTRONIC,,US20100247609A1,2010-09-30,,,9561251,2017-02-07,PHARMACEUTICAL COMPOSITIONS,UNDISCOUNTED,false,US20100247609A1-20100930,2010-09-16,2010-09-30,,,A61K3326,"A61K3326, A61K900, A61P1312, C01G4902",True,0,ACCEPTED,ACCEPTED,2,A61K,2010
12744088,2010-05-21,Utility,"TRAN, THUY V",2821,315,299000,9176.0,2007P01731WOUS,Patented Case,2013-01-30,ELECTRONIC,,US20100244734A1,2010-09-30,,,8378591,2013-02-19,LIGHT OUTPUT DEVICE,UNDISCOUNTED,false,US20100244734A1-20100930,2010-09-15,2010-09-30,,,H05B3702,H05B3702,True,0,ACCEPTED,ACCEPTED,1,H05B,2010
12747879,2010-06-22,Utility,"BOLLINGER, DAVID H",3653,271,264000,9159.0,27202-17024,Patented Case,2012-03-21,ELECTRONIC,,US20100258998A1,2010-10-14,,,8152165,2012-04-10,APPARATUS FOR TRANSFERRING PAPER MEDIA AND AUTOMATIC TELLER MACHINE HAVING THE SAME,UNDISCOUNTED,false,US20100258998A1-20101014,2010-09-29,2010-10-14,,,B65H502,B65H502,True,0,ACCEPTED,ACCEPTED,1,B65H,2010
12748035,2010-03-26,Utility,"LAM, HUNG H",2661,348,311000,4375.0,77433-8007.US01,Patented Case,2013-06-19,ELECTRONIC,,US20100245650A1,2010-09-30,,,8482652,2013-07-09,IMAGING DEVICES WITH COMPONENTS FOR REFLECTING OPTICAL DATA AND ASSOCIATED METHODS OF USE AND MANUFACTURE,UNDISCOUNTED,false,US20100245650A1-20100930,2010-09-16,2010-09-30,,,H04N5335,H04N5335,False,0,ACCEPTED,ACCEPTED,1,H04N,2010
12748494,2010-03-29,Utility,"NGUYEN, TIN DUC",3731,606,192000,5411.0,RAD-001 I,Patented Case,2012-07-25,ELECTRONIC,,US20100179582A1,2010-07-15,,,8241317,2012-08-14,MINIMALLY INVASIVE RECTAL BALLOON APPARATUS,UNDISCOUNTED,false,US20100179582A1-20100715,2010-06-29,2010-07-15,,,A61M2902,A61M2902,False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,A61M,2010
12748765,2010-03-29,Utility,"VANTERPOOL, LESTER L",3782,224,666000,5900.0,PC-2710,Patented Case,2013-06-26,ELECTRONIC,,US20110233078A1,2011-09-29,,,8485404,2013-07-16,Cases and Covers for Handheld Electronic Devices,SMALL,false,US20110233078A1-20110929,2011-09-14,2011-09-29,,,B65D6900,B65D6900,False,0,ACCEPTED,ACCEPTED,1,B65D,2010
12749101,2010-03-29,Utility,"TCHERKASSKAYA, OLGA V",1615,424,473000,6449.0,082221-0134,Patented Case,2012-08-08,ELECTRONIC,,US20100247610A1,2010-09-30,,,8252332,2012-08-28,GASTRIC RETAINED GABAPENTIN DOSAGE FORM,UNDISCOUNTED,false,US20100247610A1-20100930,2010-09-16,2010-09-30,,,A61K970,"A61K970, A61K31195, A61P2514, A61K315513, A61K920, A61P2506",False,1,CONT-ACCEPTED,CONT-ACCEPTED,3,A61K,2010
12749230,2010-03-29,Utility,"EUSTAQUIO, CAL J",2612,340,005710,6675.0,5109-CEM-0001-C,Patented Case,2011-09-21,ELECTRONIC,,US20110084831A1,2011-04-14,,,8035479,2011-10-11,MESH NETWORK DOOR LOCK,UNDISCOUNTED,false,US20110084831A1-20110414,2011-03-30,2011-04-14,,,G08B108,G08B108,False,1,CONT-ACCEPTED,CONT-ACCEPTED,16,G08B,2010
12749370,2010-03-29,Utility,"GARCIA, JOANNIE A",2895,438,113000,6926.0,ONS01006C01,Patented Case,2011-07-06,ELECTRONIC,,US20100184272A1,2010-07-22,,,7985661,2011-07-26,SEMICONDUCTOR DIE SINGULATION METHOD,UNDISCOUNTED,false,US20100184272A1-20100722,2010-07-08,2010-07-22,,,H01L2178,H01L2178,False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,H01L,2010
12749648,2010-03-30,Utility,"HSIEH, PING Y",2648,455,041100,7421.0,5088.0037USI1/IMPJ-0397,Patented Case,2013-02-13,ELECTRONIC,,US20100182129A1,2010-07-22,,,8391785,2013-03-05,INTERFERENCE REJECTION IN RFID TAGS,UNDISCOUNTED,false,US20100182129A1-20100722,2010-07-07,2010-07-22,,,H04Q522,H04Q522,False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,H04Q,2010
12751027,2010-03-31,Utility,"ENSEY, BRIAN",2614,381,374000,9879.0,3272-103,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,2020-07-06,ELECTRONIC,,US20100254563A1,2010-10-07,,,8189843,2012-05-29,SYSTEM AND METHOD FOR SECURING HEADPHONE TRANSDUCERS,UNDISCOUNTED,false,US20100254563A1-20101007,2010-09-22,2010-10-07,,,H04R2300,H04R2300,False,1,CONT-ACCEPTED,CONT-ACCEPTED,2,H04R,2010
12751879,2010-03-31,Utility,"LEE, TING ZHOU",2173,715,782000,1423.0,815395-14,Patented Case,2014-10-15,ELECTRONIC,,US20110029907A1,2011-02-03,,,8881048,2014-11-04,SYSTEM AND METHOD FOR PROVIDING THREE-DIMENSIONAL GRAPHICAL USER INTERFACE,SMALL,false,US20110029907A1-20110203,2011-01-19,2011-02-03,,,G06F3048,G06F3048,False,1,CONT-ACCEPTED,CONT-ACCEPTED,3,G06F,2010
12752639,2010-04-01,Utility,"BARKER, MICHAEL P",1626,564,079000,2897.0,724312002400,Patented Case,2013-07-10,ELECTRONIC,,US20100256366A1,2010-10-07,,,8497396,2013-07-30,METHODS AND INTERMEDIATES FOR PREPARING PHARMACEUTICAL AGENTS,UNDISCOUNTED,false,US20100256366A1-20101007,2010-09-22,2010-10-07,,,C07D41714,"C07D41714, C07C38100, C07D41312, C07D41712",False,0,ACCEPTED,ACCEPTED,1,C07D,2010
12752718,2010-04-01,Utility,"VANHORN, ABIGAIL LOUISE",1616,424,047000,3066.0,31153-0010002,Patented Case,2013-04-17,ELECTRONIC,,US20100284938A1,2010-11-11,,,8435498,2013-05-07,PENETRATING PHARMACEUTICAL FOAM,UNDISCOUNTED,false,US20100284938A1-20101111,2010-10-27,2010-11-11,,,A61K912,"A61K912, A61P2900, A61P3104, A61P1710, A61P3112, A61P3500, A61P1700, A61P1502, A61P1500, A61P3110, A61P4300, A61P1718",True,1,CONT-ACCEPTED,CONT-ACCEPTED,4,A61K,2010
12752774,2010-04-01,Utility,"NGUYEN, CHAU N",2835,174,08400R,3188.0,80116/40266B,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,2017-06-26,ELECTRONIC,,US20100186989A1,2010-07-29,,,8450610,2013-05-28,CABLE CONNECTOR ASSEMBLY,SMALL,false,US20100186989A1-20100729,2010-07-14,2010-07-29,,,H01B700,"H01B700, H01R4300",False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,H01B,2010
12753028,2010-04-01,Utility,"MENDOZA, JUNIOR O",2423,725,025000,3736.0,TSMCONTROL-CON3,Patented Case,2013-10-02,ELECTRONIC,,US20100192174A1,2010-07-29,,,8566885,2013-10-22,METHOD AND APPARATUS FOR CONTROLLING TIME-SCALE MODIFICATION DURING MULTI-MEDIA BROADCASTS,SMALL,false,US20100192174A1-20100729,2010-07-14,2010-07-29,,,H04N716,"H04N716, H04N7173",False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,H04N,2010
12753298,2010-04-02,Utility,"KIM, DENNIS Y",2871,349,161000,4292.0,MAN2241-083,Patented Case,2012-12-18,ELECTRONIC,,US20110085301A1,2011-04-14,,,8351014,2013-01-08,HEAT EXCHANGER FOR BACK TO BACK ELECTRONIC DISPLAYS,UNDISCOUNTED,false,US20110085301A1-20110414,2011-03-30,2011-04-14,,,H05K720,H05K720,False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,H05K,2010
12753433,2010-04-02,Utility,"CROSLAND, DONNIE L",2687,340,425500,4594.0,MAG04 P-1605,Patented Case,2013-08-21,ELECTRONIC,,US20100208077A1,2010-08-19,,,8531278,2013-09-10,ACCESSORY SYSTEM FOR VEHICLE,UNDISCOUNTED,false,US20100208077A1-20100819,2010-08-04,2010-08-19,,,H04N718,"H04N718, G02B7182",False,1,CONT-ACCEPTED,CONT-ACCEPTED,3,H04N,2010
12753516,2010-04-02,Utility,"COULTER, KENNETH R",2445,709,224000,4774.0,099011-2092(CTX-245USCN),Patented Case,2012-07-04,ELECTRONIC,,US20100191851A1,2010-07-29,,,8230055,2012-07-24,METHOD AND APPLIANCE FOR USING A DYNAMIC RESPONSE TIME TO DETERMINE RESPONSIVENESS OF NETWORK SERVICES,UNDISCOUNTED,false,US20100191851A1-20100729,2010-07-14,2010-07-29,,,G06F15173,G06F15173,False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,G06F,2010
12753573,2010-04-02,Utility,"BEISNER, WILLIAM H",1775,435,297100,4900.0,3003.02US05,Patented Case,2014-03-26,ELECTRONIC,,US20100255576A1,2010-10-07,,,8697443,2014-04-15,CELL CULTURE METHODS AND DEVICES UTILIZING GAS PERMEABLE MATERIALS,SMALL,false,US20100255576A1-20101007,2010-09-22,2010-10-07,,,C12N520,C12N520,False,1,CONT-ACCEPTED,CONT-ACCEPTED,4,C12N,2010
12753711,2010-04-02,Utility,"KUO, WENSING W",2826,257,393000,5214.0,TELAP015AC1,Patented Case,2012-08-22,ELECTRONIC,,US20100187615A1,2010-07-29,,,8264044,2012-09-11,INTEGRATED CIRCUIT INCLUDING CROSS-COUPLED TRANSISTORS HAVING TWO COMPLEMENTARY PAIRS OF CO-ALIGNED GATE ELECTRODES WITH OFFSET CONTACTING STRUCTURES POSITIONED BETWEEN TRANSISTORS OF DIFFERENT TYPE,UNDISCOUNTED,false,US20100187615A1-20100729,2010-07-14,2010-07-29,,,H01L2978,H01L2978,False,1,CONT-ACCEPTED,CONT-ACCEPTED,5,H01L,2010
12753749,2010-04-02,Utility,"BAUTISTA, XIOMARA L",2171,715,785000,5282.0,64352-821363,Patented Case,2020-07-03,ELECTRONIC,,US20100281421A1,2010-11-04,,,8108792,2012-01-31,AUTOMATED SCROLLING OF BROWSER CONTENT AND AUTOMATED ACTIVATION OF BROWSER LINKS,SMALL,false,US20100281421A1-20101104,2010-10-20,2010-11-04,,,G06F3048,G06F3048,False,1,CONT-ACCEPTED,CONT-ACCEPTED,2,G06F,2010
12753766,2010-04-02,Utility,"KUO, WENSING W",2826,257,401000,5313.0,TELAP015AC7,Patented Case,2012-08-22,ELECTRONIC,,US20100252891A1,2010-10-07,,,8264049,2012-09-11,INTEGRATED CIRCUIT INCLUDING CROSS-COUPLED TRANSISTORS WITH TWO TRANSISTORS OF DIFFERENT TYPE HAVING GATE ELECTRODES FORMED BY COMMON GATE LEVEL FEATURE WITH SHARED DIFFUSION REGIONS ON OPPOSITE SIDES OF COMMON GATE LEVEL FEATURE,UNDISCOUNTED,false,US20100252891A1-20101007,2010-09-22,2010-10-07,,,H01L27092,H01L27092,False,1,CONT-ACCEPTED,CONT-ACCEPTED,5,H01L,2010
12753769,2010-04-02,Utility,"CARTER, KENDRA D",1627,514,597000,5321.0,30122A (870-US DIV),Patented Case,2012-10-03,ELECTRONIC,,US20100311697A1,2010-12-09,,,8293794,2012-10-23,METHODS AND COMPOSITIONS FOR THE TREATMENT OF CNS-RELATED CONDITIONS,SMALL,false,US20100311697A1-20101209,2010-11-23,2010-12-09,,,A61K31445,"A61K31445, A61K3113, A61K3127, A61K31473, A61K314748, A61K31683, A61K3155, A61P2528",False,1,CONT-ACCEPTED,CONT-ACCEPTED,4,A61K,2010
12753970,2010-04-05,Utility,"FRECH, KARL D",2887,235,472010,5779.0,59995CON1,Patented Case,2011-08-17,ELECTRONIC,,US20100191653A1,2010-07-29,,,8011587,2011-09-06,PORTABLE HANDHELD DEVICE FOR WIRELESS ORDER ENTRY AND REAL TIME PAYMENT AUTHORIZATION AND RELATED METHODS,SMALL,false,US20100191653A1-20100729,2010-07-14,2010-07-29,,,G06Q2000,"G06Q2000, H04L932, G06F3041",False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,G06Q,2010
12754138,2010-04-05,Utility,"TELLER, ROY R",1654,514,002000,6152.0,223355/003USDCON/128892,Patented Case,2011-11-30,ELECTRONIC,,US20110124583A1,2011-05-26,,,8080526,2011-12-20,METHODS AND COMPOSITIONS FOR THE TREATMENT OF GASTROINTESTINAL DISORDERS,UNDISCOUNTED,false,US20110124583A1-20110526,2011-05-11,2011-05-26,,,A61K3810,"A61K3810, C07K700, A61P100",False,1,CONT-ACCEPTED,CONT-ACCEPTED,9,A61K,2010
12754291,2010-04-05,Utility,"PLUCINSKI, JAMISUE A",3629,705,347000,6434.0,1525C/119,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,2015-12-28,ELECTRONIC,,US20100191664A1,2010-07-29,,,8069073,2011-11-29,SYSTEM AND METHOD FOR FACILITATING BILATERAL AND MULTILATERAL DECISION-MAKING,SMALL,false,US20100191664A1-20100729,2010-07-14,2010-07-29,,,G06Q9900,G06Q9900,False,1,CONT-ACCEPTED,CONT-ACCEPTED,21,G06Q,2010
12754337,2010-04-05,Utility,"SMITH, KAITLYN ELIZABETH",3739,607,096000,6524.0,578568015US4,Patented Case,2014-09-10,ELECTRONIC,,US20100191112A1,2010-07-29,,,8845629,2014-09-30,ULTRASOUND APPARATUSES FOR THERMALLY-INDUCED RENAL NEUROMODULATION,UNDISCOUNTED,false,US20100191112A1-20100729,2010-07-14,2010-07-29,,,A61N702,"A61N702, A61B812",False,1,CONT-ACCEPTED,CONT-ACCEPTED,2,A61N,2010
12754344,2010-04-05,Utility,"MIKNIS, ZACHARY J",1675,514,001100,6539.0,14131-0091001 / M0066,Patented Case,2014-09-24,ELECTRONIC,,US20100256039A1,2010-10-07,,,8859489,2014-10-14,WATER-MEDIATED CONTROL OF DEPOLYMERIZATION STEP OF GLATIRAMER ACETATE SYNTHESIS,UNDISCOUNTED,false,US20100256039A1-20101007,2010-09-22,2010-10-07,,,A61K3802,"A61K3802, A61P3700",False,0,ACCEPTED,ACCEPTED,1,A61K,2010
12754930,2010-04-06,Utility,"POND, ROBERT M",3625,705,027000,7627.0,12601-73107,Patented Case,2013-04-10,ELECTRONIC,,US20110137745A1,2011-06-09,,,8433617,2013-04-30,SYSTEMS AND METHODS FOR IDENTIFYING THIRD PARTY PRODUCTS AND SERVICES AVAILABLE AT A GEOGRAPHIC LOCATION,UNDISCOUNTED,false,US20110137745A1-20110609,2011-05-25,2011-06-09,,,G06Q9900,"G06Q9900, G06Q3000, G06Q5000, G06F1730",False,1,CONT-ACCEPTED,CONT-ACCEPTED,3,G06Q,2010
12755343,2010-04-06,Utility,"NAWAZ, ASAD M",2455,709,206000,8436.0,084561-0137,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,2019-07-22,ELECTRONIC,,US20100228831A1,2010-09-09,,,7962561,2011-06-14,SYSTEM AND METHOD FOR GRANTING DEPOSIT-CONTINGENT E-MAILING RIGHTS,SMALL,false,US20100228831A1-20100909,2010-08-25,2010-09-09,,,G06F1516,G06F1516,False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,G06F,2010
12755477,2010-04-07,Utility,"JOHNSON, BLAIR M",3634,160,084020,8704.0,100134,Patented Case,2012-01-25,ELECTRONIC,,US20110247761A1,2011-10-13,,,8113261,2012-02-14,WINDOW COVERING,UNDISCOUNTED,false,US20110247761A1-20111013,2011-09-28,2011-10-13,,,E06B960,"E06B960, E06B956, E06B944, A47H502",False,0,ACCEPTED,ACCEPTED,1,E06B,2010
12756285,2010-04-08,Utility,"PAULS, JOHN A",3686,705,002000,1360.0,081868.000025,Patented Case,2012-05-30,ELECTRONIC,,US20100198615A1,2010-08-05,,,8204761,2012-06-19,SYSTEM AND SOFTWARE OF ENHANCED PHARMACEUTICAL OPERATIONS IN LONG-TERM CARE FACILITIES AND RELATED METHODS,UNDISCOUNTED,false,US20100198615A1-20100805,2010-07-22,2010-08-05,,,G06Q5000,"G06Q5000, G06F1700",False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,G06Q,2010
12756489,2010-04-08,Utility,"POINVIL, FRANTZY",3698,705,037000,1742.0,02-1073-C2,Application Involved in Court Proceedings,2017-10-20,ELECTRONIC,,US20110251940A1,2011-10-13,,,8380611,2013-02-19,GRAPHICAL ORDER ENTRY USER INTERFACE FOR TRADING SYSTEM,UNDISCOUNTED,false,US20110251940A1-20111013,2011-09-28,2011-10-13,,,G06Q4000,"G06Q4000, G06F3048",False,1,CONT-ACCEPTED,CONT-ACCEPTED,4,G06Q,2010
12756864,2010-04-08,Utility,"THOMAS, DAVID B",3723,81,124400,1494.0,0332P009,Patented Case,2012-08-22,ELECTRONIC,,US20110247464A1,2011-10-13,,,8261638,2012-09-11,HAND TOOL ADAPTER,SMALL,false,US20110247464A1-20111013,2011-09-28,2011-10-13,,,B25B2316,"B25B2316, B25F100",False,0,ACCEPTED,ACCEPTED,2,B25B,2010
12757262,2010-04-09,Utility,"FITZPATRICK, ATIBA O",2624,382,105000,2320.0,101040.0001US2,Patented Case,2016-01-28,ELECTRONIC,,US20100195871A1,2010-08-05,,,7881498,2011-02-01,AUTONOMOUS WIDE-ANGLE LICENSE PLATE RECOGNITION,SMALL,false,US20100195871A1-20100805,2010-07-22,2010-08-05,,,G06K900,G06K900,False,1,CONT-ACCEPTED,CONT-ACCEPTED,11,G06K,2010
12757292,2010-04-09,Utility,"CHWASZ, JADE R",2872,359,025000,2381.0,49672.0117,Patented Case,2012-08-22,ELECTRONIC,,US20100216060A1,2010-08-26,,,8264757,2012-09-11,METHOD AND SYSTEM FOR PRODUCING MULTIPLE IMAGES IN A SINGLE IMAGE PLANE USING DIFFRACTION,UNDISCOUNTED,false,US20100216060A1-20100826,2010-08-11,2010-08-26,,,G03F700,"G03F700, G02B2742, G03F720",False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,G03F,2010
12757329,2010-04-09,Utility,"CHEUNG, MARY DA ZHI WANG",3667,705,041000,2457.0,PRIV0105PUS1,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,2020-08-17,ELECTRONIC,,US20110055082A1,2011-03-03,,,8219474,2012-07-10,METHOD AND SYSTEM FOR DISTRIBUTING AND ACTIVATING A NON-PERSONALIZED PURCHASE CARD,UNDISCOUNTED,false,US20110055082A1-20110303,2011-02-16,2011-03-03,,,G06Q4000,G06Q4000,False,1,CONT-ACCEPTED,CONT-ACCEPTED,2,G06Q,2010
12757480,2010-04-09,Utility,"ESTREMSKY, GARY WAYNE",3677,411,339000,2794.0,PEM-P129PUS,Patented Case,2012-10-10,ELECTRONIC,,US20110097172A1,2011-04-28,,,8297899,2012-10-30,CLINCH PIN FASTENER,UNDISCOUNTED,false,US20110097172A1-20110428,2011-04-13,2011-04-28,,,F16B1306,F16B1306,False,0,ACCEPTED,ACCEPTED,1,F16B,2010
12757778,2010-04-09,Utility,"BLANCO, JAVIER G",3774,623,020350,3456.0,3293.03US18AE,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,2019-06-10,ELECTRONIC,,US20100185203A1,2010-07-22,,,7935151,2011-05-03,FEMORAL PROSTHETIC IMPLANT,UNDISCOUNTED,false,US20100185203A1-20100722,2010-07-08,2010-07-22,,,A61B1756,"A61B1756, A61F238",False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,A61B,2010
12757795,2010-04-09,Utility,"CARTER, KENDRA D",1627,514,597000,3508.0,30122Z (870-US CON),Patented Case,2012-09-19,ELECTRONIC,,US20110064804A1,2011-03-17,,,8283379,2012-10-09,METHODS AND COMPOSITIONS FOR THE TREATMENT OF CNS-RELATED CONDITIONS,SMALL,false,US20110064804A1-20110317,2011-03-02,2011-03-17,,,A61K3113,"A61K3113, A61K952, C07C21138, A61K31445, A61K3127, A61K3155, A61K31473, A61K31683, A61K31438, A61P2528, A61P2516, A61P2900, A61P2500",False,1,CONT-ACCEPTED,CONT-ACCEPTED,13,A61K,2010
12757819,2010-04-09,Utility,"CARTER, KENDRA D",1627,514,597000,3565.0,ADLL-011/04US 331886-2061,Patented Case,2012-04-18,ELECTRONIC,,US20100260838A1,2010-10-14,,,8173708,2012-05-08,METHOD AND COMPOSITION FOR ADMINISTERING AN NMDA RECEPTOR ANTAGONIST TO A SUBJECT,SMALL,false,US20100260838A1-20101014,2010-09-29,2010-10-14,,,A61K952,"A61K952, A61K3113, A61P2508, A61P2528, A61P2516",False,1,CONT-ACCEPTED,CONT-ACCEPTED,13,A61K,2010
12758241,2010-04-12,Utility,"ANWAH, OLISA",2614,379,102030,4554.0,NEXS 1000-13,Patented Case,2011-02-23,ELECTRONIC,,US20100194581A1,2010-08-05,,,7907710,2011-03-15,TETHERED DIGITAL BUTLER CONSUMER ELECTRONIC REMOTE CONTROL DEVICE AND METHOD,SMALL,false,US20100194581A1-20100805,2010-07-22,2010-08-05,,,G05B1902,G05B1902,False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,G05B,2010
12758413,2010-04-12,Utility,"TSAY, MARSHA M",1656,530,350000,4884.0,638772000310,Patented Case,2011-03-23,ELECTRONIC,,US20100196490A1,2010-08-05,,,7923536,2011-04-12,COMPOSITIONS AND METHODS OF DELIVERY OF PHARMACOLOGICAL AGENTS,UNDISCOUNTED,false,US20100196490A1-20100805,2010-07-22,2010-08-05,,,A61K914,"A61K914, A61K31337, A61P3500",False,1,CONT-ACCEPTED,CONT-ACCEPTED,5,A61K,2010
12758602,2010-04-12,Utility,"HENLEY III, RAYMOND J",1629,514,023000,5284.0,FLOW-019CIP1CON,Patented Case,2012-02-29,ELECTRONIC,,US20100291220A1,2010-11-18,,,8138157,2012-03-20,ANTIBIOTIC FORMULATION AND METHOD OF TREATMENT,SMALL,false,US20100291220A1-20101118,2010-11-04,2010-11-18,,,A61K914,"A61K914, A61K3848, A61K3170, A61K317036, A61P1900, A61P3104",False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,A61K,2010
12759184,2010-04-13,Utility,"BARFIELD, ANTHONY DERRELL",3636,297,271600,6489.0,1202P-000456,Patented Case,2013-05-22,ELECTRONIC,,US20110248547A1,2011-10-13,,,8459732,2013-06-11,POWER ACTUATED ROCKING FURNITURE MECHANISM,UNDISCOUNTED,false,US20110248547A1-20111013,2011-09-28,2011-10-13,,,A47C1035,"A47C1035, A47C302, A47C303, A47C102, A47C1038",False,0,ACCEPTED,ACCEPTED,2,A47C,2010
12759250,2010-04-13,Utility,"ABRAHAM, TANIA",3636,297,08500M,6617.0,1202P-000458,Patented Case,2013-07-24,ELECTRONIC,,US20110248545A1,2011-10-13,,,8506009,2013-08-13,POWER ACTUATED WALL PROXIMITY FURNITURE MEMBER,UNDISCOUNTED,false,US20110248545A1-20111013,2011-09-28,2011-10-13,,,A47C1035,"A47C1035, A47C1032, A47C1038, A47C1031",False,0,ACCEPTED,ACCEPTED,2,A47C,2010
